CaseID,Opened,Closed,Updated,Status,Status Notes,Responsible Agency,Category,Request Type,Request Details,Address,Street,Supervisor District,Neighborhood,Police District,Latitude,Longitude,Point,Source,Media URL,BOS_2012,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,DELETE - Supervisor Districts,DELETE - Fire Prevention Districts,DELETE - Current Police Districts,DELETE - Zip Codes,DELETE - Police Districts,DELETE - Neighborhoods,DELETE - Neighborhoods_from_fyvs_ahh9,DELETE - 2017 Fix It Zones,DELETE - SF Find Neighborhoods,Civic Center Harm Reduction Project Boundary,DELETE - Current Supervisor Districts,Fix It Zones as of 2017-11-06 ,Invest In Neighborhoods (IIN) Areas,DELETE - HSOC Zones,Fix It Zones as of 2018-02-07,"CBD, BID and GBD Boundaries as of 2017",Central Market/Tenderloin Boundary,"Areas of Vulnerability, 2016",Central Market/Tenderloin Boundary Polygon - Updated,HSOC Zones as of 2018-06-05,OWED Public Spaces,Parks Alliance CPSI (27+TL sites),Neighborhoods
17531049,11/09/2023 01:26:00 PM,11/14/2023 03:18:25 PM,11/14/2023 03:18:25 PM,Closed,Case Resolved - these are for Barry's Bootcamp and outreach has been issued.,DPW Ops Queue,Litter Receptacles,Toters_left_out_24x7,N/A,"2298 MARKET ST, SAN FRANCISCO, CA, 94114",MARKET ST,8,Duboce Triangle,MISSION,0,0,"(0.0, 0.0)",Phone,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
17531045,11/09/2023 01:25:00 PM,11/09/2023 02:12:02 PM,11/09/2023 02:12:02 PM,Closed,Case Resolved,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Furniture,"632 HAIGHT ST, SAN FRANCISCO, CA, 94117",HAIGHT ST,5,Lower Haight,NORTHERN,37.771803453633,-122.433128915727,"(37.77180345, -122.43312892)",Mobile/Open311,,5,26,4,11,3,11,15,8,29492,5,9,9,,26,,11,,,,,,,1,,,,,26
17531044,11/09/2023 01:25:00 PM,,11/22/2023 06:45:13 AM,Open,in progress,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"500 DELANCEY ST, SAN FRANCISCO, CA, 94107",DELANCEY ST,6,South Beach,SOUTHERN,37.784766666667,-122.391228333333,"(37.78476667, -122.39122833)",Mobile/Open311,,6,31,1,10,8,9,6,2,28856,2,6,6,,31,,10,,,,,,,1,,,,,31
17531040,11/09/2023 01:24:00 PM,11/09/2023 02:05:17 PM,11/09/2023 02:05:17 PM,Closed,Case Resolved,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Boxed or Bagged Items,Intersection of YORBA ST and 40TH AVE,YORBA ST,4,Parkside,TARAVAL,0,0,"(0.0, 0.0)",Phone,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
17531039,11/09/2023 01:24:45 PM,12/01/2023 03:00:48 AM,12/01/2023 03:00:48 AM,Closed,Case Resolved - EAM Case 15236 update,DPT SignShop Queue,Sign Repair,Sign - Defaced,Other_Parking_Type - Defaced; support - OK,"1200 KANSAS ST, SAN FRANCISCO, CA, 94107",KANSAS ST,10,Potrero Hill,BAYVIEW,37.75433463793,-122.402535974979,"(37.75433464, -122.40253597)",Mobile/Open311,,10,54,2,9,26,8,10,3,28856,3,29,29,,54,,9,,,,,,,2,,,,,54
17531036,11/09/2023 01:24:00 PM,11/09/2023 05:19:33 PM,11/09/2023 05:19:33 PM,Closed,Case Resolved - Field Work has been completed. Memo:STATUSDATE per Mobile. DBAdd@11/09/2023 05:19:34PM,PUC Sewer Ops,Sewer Issues,Flooding,On_street,"1430 30TH AVE, SAN FRANCISCO, CA, 94122",30TH AVE,4,Outer Sunset,TARAVAL,37.7605731,-122.4884074,"(37.7605731, -122.4884074)",Mobile/Open311,,4,39,10,7,35,3,1,5,56,8,35,35,,39,,7,,,,,,,1,,,,,39
17531035,11/09/2023 01:24:19 PM,11/14/2023 03:32:28 AM,11/14/2023 03:32:28 AM,Closed,Case Resolved - EAM Case 15235 update,DPT SignShop Queue,Sign Repair,Sign - Defaced,Other_Parking_Type - Defaced; support - OK,Intersection of 23RD ST and KANSAS ST,23RD ST,10,Potrero Hill,BAYVIEW,37.754520991612,-122.402537986636,"(37.75452099, -122.40253799)",Mobile/Open311,,10,54,2,9,26,8,10,3,28856,3,29,29,,54,,9,,,,,,,2,,,,,54
17531033,11/09/2023 01:23:00 PM,11/09/2023 06:50:00 PM,11/09/2023 06:50:00 PM,Closed,Case Resolved,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"4951 MISSION ST, SAN FRANCISCO, CA, 94112",MISSION ST,11,Excelsior,INGLESIDE,37.719180684754,-122.438928186893,"(37.71918068, -122.43892819)",Mobile/Open311,,11,90,9,1,7,6,9,4,28861,7,5,5,4,90,,1,4,,,4,,,2,,,,,90
17531030,11/09/2023 01:22:00 PM,11/09/2023 01:29:13 PM,11/09/2023 01:29:13 PM,Closed,Case Resolved,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Boxed or Bagged Items,Intersection of 45TH AVE and RIVERA ST,45TH AVE,4,Outer Sunset,TARAVAL,37.7455677,-122.5038359,"(37.7455677, -122.5038359)",Web,,4,39,10,7,35,3,1,5,29491,8,35,35,,39,,7,,,,,,,1,,,,,39
17531029,11/09/2023 01:22:00 PM,11/12/2023 06:55:00 PM,11/12/2023 06:55:00 PM,Closed,Case Resolved,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"389 7TH AVE, SAN FRANCISCO, CA, 94118",7TH AVE,1,Inner Richmond,RICHMOND,37.781165000101,-122.465371415019,"(37.781165, -122.46537142)",Mobile/Open311,,1,5,8,4,11,2,11,9,54,6,11,11,,5,,4,,,,,,,1,,,,,5
17531028,11/09/2023 01:21:00 PM,11/20/2023 10:19:12 AM,11/20/2023 10:19:12 AM,Closed,Abandoned Vehicles - Towed- Expired Registration - Towed by G56 for the O,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - PickupTruck,GRAY - FORD - F150 - NONE,"1084 SHAFTER AVE, SAN FRANCISCO, CA, 94124",SHAFTER AVE,10,Hunters Point,BAYVIEW,0,0,"(0.0, 0.0)",Phone,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
17531022,11/09/2023 01:20:00 PM,11/13/2023 10:43:00 AM,11/13/2023 10:43:00 AM,Closed,Case is a Duplicate,DPW Ops Queue,Street and Sidewalk Cleaning,Human or Animal Waste,Human or Animal Waste,"3250 WEBSTER ST, SAN FRANCISCO, CA, 94123",WEBSTER ST,2,Marina,NORTHERN,37.8006469,-122.4343412,"(37.8006469, -122.4343412)",Web,,2,17,4,6,13,1,13,6,57,9,17,17,19,17,,6,21,,,21,,,1,,,,,17
17531019,11/09/2023 01:20:00 PM,11/13/2023 01:10:00 PM,11/13/2023 01:10:00 PM,Closed,Case Resolved,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"961 SAN BRUNO AVE, SAN FRANCISCO, CA, 94110",SAN BRUNO AVE,10,Potrero Hill,BAYVIEW,37.757632234757,-122.404230123249,"(37.75763223, -122.40423012)",Mobile/Open311,,10,54,3,9,26,8,10,7,28856,4,29,29,,54,,9,,,,,,,1,,,,,54
17531018,11/09/2023 01:20:00 PM,11/13/2023 12:10:00 PM,11/13/2023 12:10:00 PM,Closed,Case Resolved,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"1200 KANSAS ST, SAN FRANCISCO, CA, 94107",KANSAS ST,10,Potrero Hill,BAYVIEW,37.754120184818,-122.402580231428,"(37.75412018, -122.40258023)",Mobile/Open311,,10,54,2,9,26,8,10,3,28856,3,29,29,,54,,9,,,,,,,2,,,,,54
17531017,11/09/2023 01:20:26 PM,11/09/2023 02:00:44 PM,11/09/2023 02:00:44 PM,Closed,Case Resolved,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,"3215 NORIEGA ST, SAN FRANCISCO, CA, 94122",NORIEGA ST,4,Outer Sunset,TARAVAL,37.753181984524,-122.498218893855,"(37.75318198, -122.49821889)",Mobile/Open311,,4,39,10,7,35,3,1,5,56,8,35,35,,39,,7,,,,,,,1,,,,,39
17531012,11/09/2023 01:19:38 PM,11/09/2023 02:00:39 PM,11/09/2023 02:00:39 PM,Closed,Case Resolved,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,"400 POLK ST, SAN FRANCISCO, CA, 94102",POLK ST,5,Civic Center,NORTHERN,37.780149653072,-122.418374307081,"(37.78014965, -122.41837431)",Mobile/Open311,,6,21,4,10,36,9,7,6,28852,9,36,36,,21,1,10,,,1,,8,1,2,1,1,39,,21
17531011,11/09/2023 01:19:00 PM,11/12/2023 09:35:00 AM,11/12/2023 09:35:00 AM,Closed,Case Resolved,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"1375 KANSAS ST, SAN FRANCISCO, CA, 94107",KANSAS ST,10,Potrero Hill,BAYVIEW,37.752301682275,-122.402573190629,"(37.75230168, -122.40257319)",Mobile/Open311,,10,54,2,9,26,8,10,3,28856,3,29,29,,54,,9,,,,,,,2,,,,,54
17531010,11/09/2023 01:19:00 PM,11/13/2023 04:43:38 PM,11/13/2023 04:43:38 PM,Closed,Case Resolved,RPD Park Service Area 6 Queue,Rec and Park Requests,Park - Park_Patrol,Other,"Garfield Square, , SAN FRANCISCO, CA, 94110",Garfield Square,9,Mission,MISSION,37.7502009,-122.412236,"(37.7502009, -122.412236)",Web,,9,53,3,2,20,7,2,7,28859,4,19,19,,53,,2,,,3,,,,2,,3,,,53
17531006,11/09/2023 01:18:00 PM,11/09/2023 03:30:00 PM,11/09/2023 03:30:00 PM,Closed,"Case Transferred - To track, visit http://dbiweb.sfgov.org/dbipts/ and search by Complaint Number. See Complaint #202315794 or call (628) 652-3400 Option 1.",DBI Support Services Queue,General Request - BUILDING INSPECTION,complaint,dbi_other - complaint,"2650 16TH AVE, SAN FRANCISCO, CA, 94116",16TH AVE,7,West Portal,TARAVAL,0,0,"(0.0, 0.0)",Phone,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
17531005,11/09/2023 01:18:00 PM,11/21/2023 05:07:00 PM,11/21/2023 05:07:00 PM,Closed,Comment Noted - No striping missing,SFMTA - Transportation Engineering Queue,General Request - MTA,request_for_service,paint_shop - request_for_service,Intersection of KANSAS ST and 24TH ST,KANSAS ST,10,Potrero Hill,BAYVIEW,37.753263956681,-122.402460202575,"(37.75326396, -122.4024602)",Mobile/Open311,,10,54,2,9,26,8,10,3,28856,3,29,29,,54,,9,,,,,,,2,,,,,54
17531003,11/09/2023 01:18:00 PM,11/10/2023 08:56:00 AM,11/10/2023 08:56:00 AM,Closed,Case Resolved - Nothing found,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"138 KISSLING ST, SAN FRANCISCO, CA, 94103",KISSLING ST,6,South of Market,SOUTHERN,37.772063780484,-122.415691204979,"(37.77206378, -122.4156912)",Mobile/Open311,,6,32,1,10,20,9,8,2,28853,2,19,19,,32,1,10,,,1,,,,2,,1,,,32
17530998,11/09/2023 01:16:56 PM,11/14/2023 03:32:27 AM,11/14/2023 03:32:27 AM,Closed,Case Resolved - EAM Case 15234 update,DPT SignShop Queue,Sign Repair,Sign - Defaced,Other_Parking_Type - Defaced; support - OK,Intersection of KANSAS ST and 24TH ST,KANSAS ST,10,Potrero Hill,BAYVIEW,37.753275090362,-122.402493059635,"(37.75327509, -122.40249306)",Mobile/Open311,,10,54,2,9,26,8,10,3,28856,3,29,29,,54,,9,,,,,,,2,,,,,54
17530996,11/09/2023 01:16:00 PM,,11/09/2023 01:30:50 PM,Open,accepted,DPW Ops Queue,Graffiti,Graffiti on Other_enter_additional_details_below,Other_enter_additional_details_below - Offensive,Intersection of 24TH ST and KANSAS ST,24TH ST,10,Potrero Hill,BAYVIEW,37.75330557543,-122.402423657477,"(37.75330558, -122.40242366)",Mobile/Open311,,10,54,2,9,26,8,10,3,28856,3,29,29,,54,,9,,,,,,,2,,,,,54
17530995,11/09/2023 01:16:18 PM,12/09/2023 11:00:57 PM,12/09/2023 11:00:57 PM,Closed,Transferred - Your request falls under the responsibility of The United States Postal Service (USPS) and we have submitted the request to them.,US Postal Service Maintenance Queue,Graffiti,Graffiti on Mail_box,Mail_box - Not_Offensive,"792 HAIGHT ST, SAN FRANCISCO, CA, 94117",HAIGHT ST,5,Lower Haight,NORTHERN,37.771580305439,-122.435376606882,"(37.77158031, -122.43537661)",Mobile/Open311,,5,26,4,11,3,11,15,8,29492,5,9,9,,26,,11,,,,,,,1,,,,,26
17530994,11/09/2023 01:15:00 PM,11/10/2023 07:08:00 AM,11/10/2023 07:08:00 AM,Closed,Case Resolved,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"2057 MISSION ST, SAN FRANCISCO, CA, 94110",MISSION ST,9,Mission,MISSION,37.76416083543,-122.419481250445,"(37.76416084, -122.41948125)",Mobile/Open311,,9,53,3,2,20,7,8,7,28859,4,19,19,12,53,,2,14,,3,14,,,2,,3,,,53
17530990,11/09/2023 01:15:00 PM,,11/09/2023 01:40:52 PM,Open,accepted,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Pruning_request,"7434 GEARY BLVD, SAN FRANCISCO, CA, 94121",GEARY BLVD,1,Outer Richmond,RICHMOND,37.7797639,-122.4992375,"(37.7797639, -122.4992375)",Web,,1,8,8,4,29,2,11,9,55,6,26,26,,8,,4,,,,,,,1,,,,,8
17530988,11/09/2023 01:14:00 PM,11/14/2023 08:56:00 AM,11/14/2023 08:56:00 AM,Closed,Case Resolved,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"2171 JERROLD AVE, SAN FRANCISCO, CA, 94124 (Virtual)",JERROLD AVE,10,Produce Market,BAYVIEW,37.744645102008,-122.39996267377,"(37.7446451, -122.39996267)",Mobile/Open311,,10,85,2,9,1,8,10,3,58,3,1,1,,85,,9,,,,,,,1,,,,,85
17530987,11/09/2023 01:14:00 PM,11/14/2023 08:25:00 AM,11/14/2023 08:25:00 AM,Closed,Case Resolved,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"1550 STEINER ST, SAN FRANCISCO, CA, 94115",STEINER ST,5,Western Addition,NORTHERN,37.783482810735,-122.434444539249,"(37.78348281, -122.43444454)",Mobile/Open311,,5,97,4,11,39,11,13,6,29490,9,41,41,,97,,11,,,,,,,2,,,,,97
17530986,11/09/2023 01:14:37 PM,,11/09/2023 01:20:04 PM,Open,accepted,DPW Ops Queue,Tree Maintenance,Trees - Damaging_Property,Lifted_sidewalk_tree_roots,Intersection of KANSAS ST and 24TH ST,KANSAS ST,10,Potrero Hill,BAYVIEW,37.753514729168,-122.402396835387,"(37.75351473, -122.40239684)",Mobile/Open311,,10,54,2,9,26,8,10,3,28856,3,29,29,,54,,9,,,,,,,2,,,,,54
17530984,11/09/2023 01:14:12 PM,12/09/2023 11:00:57 PM,12/09/2023 11:00:57 PM,Closed,Transferred - Your request falls under the responsibility of The United States Postal Service (USPS) and we have submitted the request to them.,US Postal Service Maintenance Queue,Graffiti,Graffiti on Mail_box,Mail_box - Not_Offensive,"2024 MISSION ST, SAN FRANCISCO, CA, 94110",MISSION ST,9,Mission,MISSION,37.764687376003,-122.419740085322,"(37.76468738, -122.41974009)",Mobile/Open311,,9,53,3,2,20,7,8,7,28859,4,19,19,12,53,,2,14,,3,14,,,2,,3,,24,53
17530980,11/09/2023 01:13:39 PM,11/10/2023 07:51:15 AM,11/10/2023 07:51:15 AM,Closed,Case Resolved,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,"668 COLUMBUS AVE, SAN FRANCISCO, CA, 94133",COLUMBUS AVE,3,North Beach,CENTRAL,37.800885607642,-122.410859960841,"(37.80088561, -122.41085996)",Mobile/Open311,,3,106,6,3,23,10,3,1,308,1,23,23,21,106,,3,23,,,23,,,2,,,,,106
17530979,11/09/2023 01:13:03 PM,,12/12/2023 11:00:14 AM,Open,open,DPW Ops Queue,Graffiti,Graffiti on Building_other,Building_other - Not_Offensive,"2700 3RD ST, SAN FRANCISCO, CA, 94107",3RD ST,10,Central Waterfront,BAYVIEW,0,0,"(0.0, 0.0)",Integrated Agency,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
17530978,11/09/2023 01:12:58 PM,,11/09/2023 01:30:08 PM,Open,open,DPW Ops Queue,Graffiti,Graffiti on Building_other,Building_other - Not_Offensive,"2460 3RD ST, SAN FRANCISCO, CA, 94107",3RD ST,10,Dogpatch,BAYVIEW,0,0,"(0.0, 0.0)",Integrated Agency,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
17530977,11/09/2023 01:12:51 PM,12/09/2023 11:00:57 PM,12/09/2023 11:00:57 PM,Closed,Transferred - Your request falls under the responsibility of The United States Postal Service (USPS) and we have submitted the request to them.,US Postal Service Maintenance Queue,Graffiti,Graffiti on Mail_box,Mail_box - Not_Offensive,Intersection of DIVISADERO ST and HAIGHT ST,DIVISADERO ST,5,Buena Vista,NORTHERN,37.771358469993,-122.437008187673,"(37.77135847, -122.43700819)",Mobile/Open311,,5,26,4,11,3,11,15,8,29492,5,9,9,,26,,11,,,,,,,1,,,,,26
17530976,11/09/2023 01:12:52 PM,,11/09/2023 01:30:28 PM,Open,open,DPW Ops Queue,Graffiti,Graffiti on Building_other,Building_other - Not_Offensive,"549 VALENCIA ST, SAN FRANCISCO, CA, 94110",VALENCIA ST,9,Mission,MISSION,0,0,"(0.0, 0.0)",Integrated Agency,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
17530975,11/09/2023 01:12:00 PM,,11/09/2023 02:55:07 PM,Open,open,DPT Paint Shop Queue,Graffiti,Graffiti on Sidewalk_in_front_of_property,Sidewalk_in_front_of_property - Offensive,"1200 VERMONT ST, SAN FRANCISCO, CA, 94110",VERMONT ST,10,Potrero Hill,MISSION,37.754265981192,-122.403447926044,"(37.75426598, -122.40344793)",Mobile/Open311,,10,54,3,9,20,8,10,7,28859,4,19,19,23,54,,9,10,,,10,,,1,,,,,54
17530974,11/09/2023 01:12:45 PM,,11/13/2023 01:30:07 PM,Open,open,DPW Ops Queue,Graffiti,Graffiti on Building_other,Building_other - Not_Offensive,"1260 BROADWAY, SAN FRANCISCO, CA, 94122",BROADWAY,3,Russian Hill,CENTRAL,0,0,"(0.0, 0.0)",Integrated Agency,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
17530973,11/09/2023 01:12:42 PM,,11/09/2023 01:12:43 PM,Open,open,DPW Ops Queue,Graffiti,Graffiti on Building_other,Building_other - Not_Offensive,"1318 BROADWAY, SAN FRANCISCO, CA, 94109",BROADWAY,3,Russian Hill,CENTRAL,0,0,"(0.0, 0.0)",Integrated Agency,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
17530972,11/09/2023 01:12:39 PM,,11/09/2023 01:12:40 PM,Open,open,DPW Ops Queue,Graffiti,Graffiti on Building_other,Building_other - Not_Offensive,"1324 BROADWAY, SAN FRANCISCO, CA, 94109",BROADWAY,3,Russian Hill,CENTRAL,0,0,"(0.0, 0.0)",Integrated Agency,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
17530971,11/09/2023 01:12:35 PM,11/09/2023 01:35:04 PM,11/09/2023 01:35:04 PM,Closed,Case Resolved,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,"502 NORTH POINT ST, SAN FRANCISCO, CA, 94133",NORTH POINT ST,3,Fisherman's Wharf,CENTRAL,37.806441946922,-122.415619958306,"(37.80644195, -122.41561996)",Mobile/Open311,,3,99,6,3,23,10,5,1,308,1,23,23,,99,,3,,,,,2,,2,,,,,99
17530970,11/09/2023 01:12:35 PM,,11/09/2023 01:12:36 PM,Open,open,DPW Ops Queue,Graffiti,Graffiti on Building_other,Building_other - Not_Offensive,"1346 BROADWAY, SAN FRANCISCO, CA, 94109",BROADWAY,3,Russian Hill,CENTRAL,0,0,"(0.0, 0.0)",Integrated Agency,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
17530966,11/09/2023 01:12:00 PM,11/10/2023 10:53:00 AM,11/10/2023 10:53:00 AM,Closed,Case Resolved,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"1218 VERMONT ST, SAN FRANCISCO, CA, 94110",VERMONT ST,10,Potrero Hill,MISSION,37.754168430195,-122.403384894133,"(37.75416843, -122.40338489)",Mobile/Open311,,10,54,3,9,20,8,10,7,28859,4,19,19,23,54,,9,10,,,10,,,1,,,,,54
17530965,11/09/2023 01:12:06 PM,11/14/2023 12:00:00 AM,11/14/2023 12:00:00 AM,Closed,"Case Resolved - Duplicate RFA 21525031 sent to agency, photo link located at Geary Blvd, not Sunset blvd??? -",DPW BSM Queue,Sidewalk or Curb,Sidewalk_Defect,Collapsed_sidewalk,"2800 SUNSET BLVD, SAN FRANCISCO, CA, 94132",SUNSET BLVD,4,Parkside,TARAVAL,37.734949,-122.4940359,"(37.734949, -122.4940359)",Web,http://mobile311.sfgov.org/reports/17530965/photos,4,40,10,7,35,3,1,5,29491,8,35,35,,40,,7,,,,,,,1,,,,,40
17530962,11/09/2023 01:11:00 PM,11/14/2023 08:44:38 AM,11/14/2023 08:44:38 AM,Closed,"Case Resolved - painted 
SES Graffiti Crew  - Paint - Structure - Freeway Column",DPW Ops Queue,Graffiti,Graffiti on Other_enter_additional_details_below,Other_enter_additional_details_below - Offensive,"1218 VERMONT ST, SAN FRANCISCO, CA, 94110",VERMONT ST,10,Potrero Hill,MISSION,37.754154115636,-122.403326556087,"(37.75415412, -122.40332656)",Mobile/Open311,,10,54,3,9,20,8,10,7,28859,4,19,19,,54,,9,,,,,,,1,,,,,54
17530958,11/09/2023 01:10:00 PM,11/09/2023 01:44:08 PM,11/09/2023 01:44:08 PM,Closed,Case Resolved - Homeless,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Boxed or Bagged Items,"1270 GREAT HWY, SAN FRANCISCO, CA, 94122",GREAT HWY,4,Outer Sunset,TARAVAL,37.7630811,-122.5095382,"(37.7630811, -122.5095382)",Web,http://mobile311.sfgov.org/reports/17530958/photos,4,39,10,7,35,3,1,5,56,8,35,35,,39,,7,,,,,,,1,,,,,39
17530955,11/09/2023 01:10:00 PM,11/10/2023 10:54:00 AM,11/10/2023 10:54:00 AM,Closed,Case is a Duplicate,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"1332 VERMONT ST, SAN FRANCISCO, CA, 94110",VERMONT ST,10,Potrero Hill,MISSION,37.752861022365,-122.403331920505,"(37.75286102, -122.40333192)",Mobile/Open311,,10,54,3,9,20,8,10,7,28859,4,19,19,23,54,,9,10,,,10,,,1,,,,,54
17530954,11/09/2023 01:10:00 PM,11/10/2023 07:16:00 AM,11/10/2023 07:16:00 AM,Closed,Case Resolved,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"3827 CALIFORNIA ST, SAN FRANCISCO, CA, 94118",CALIFORNIA ST,2,Laurel Heights / Jordan Park,RICHMOND,37.785696944939,-122.457538358867,"(37.78569694, -122.45753836)",Mobile/Open311,,2,11,8,6,31,1,11,9,54,6,31,31,,11,,6,,,,,,,1,,,,,11
17530952,11/09/2023 01:09:00 PM,11/09/2023 02:24:00 PM,11/09/2023 02:24:00 PM,Closed,Accepted - I will contact customer,PUC Water Quality Queue,General Request - PUC,complaint,water_quality - complaint,Not associated with a specific address,,,,,0,0,"(0.0, 0.0)",Web,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17530951,11/09/2023 01:09:00 PM,11/14/2023 11:47:00 AM,11/14/2023 11:47:00 AM,Closed,Case Resolved,DPW Ops Queue,Street and Sidewalk Cleaning,Human or Animal Waste,Human or Animal Waste,Intersection of VERMONT ST and 25TH ST,VERMONT ST,10,Potrero Hill,MISSION,37.752036855801,-122.403286658227,"(37.75203686, -122.40328666)",Mobile/Open311,,10,54,3,9,20,8,10,7,28859,4,19,19,23,54,,9,10,,,10,,,1,,,,,54
17530950,11/09/2023 01:08:00 PM,11/10/2023 07:08:00 AM,11/10/2023 07:08:00 AM,Closed,Case Resolved,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"317 6TH AVE, SAN FRANCISCO, CA, 94118",6TH AVE,1,Inner Richmond,RICHMOND,37.782399567253,-122.46442694217,"(37.78239957, -122.46442694)",Mobile/Open311,,1,5,8,4,11,2,11,9,54,6,11,11,,5,,4,,,,,,,1,,,,,5
17530949,11/09/2023 01:08:48 PM,11/10/2023 07:51:09 AM,11/10/2023 07:51:09 AM,Closed,Case Resolved,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,"4 THE EMBARCADERO, SAN FRANCISCO, CA, 94158",THE EMBARCADERO,6,South Beach,SOUTHERN,37.781987870147,-122.388023799399,"(37.78198787, -122.3880238)",Mobile/Open311,,6,31,1,10,4,9,6,2,28856,2,20,20,,31,,10,,,,,,,1,,,,,31
17530948,11/09/2023 01:08:36 PM,11/10/2023 08:49:00 AM,11/10/2023 08:49:00 AM,Closed,Case Resolved,DPW - Bureau of Street Environmental Services - G,General Request - PUBLIC WORKS,complaint,bses - complaint,"1280 GREAT HWY, SAN FRANCISCO, CA, 94122",GREAT HWY,4,Outer Sunset,TARAVAL,0,0,"(0.0, 0.0)",Web,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
17530944,11/09/2023 01:07:29 PM,11/09/2023 01:35:00 PM,11/09/2023 01:35:00 PM,Closed,Case Resolved,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,"910 POTRERO AVE, SAN FRANCISCO, CA, 94110",POTRERO AVE,9,Mission,MISSION,37.757575348066,-122.406884458754,"(37.75757535, -122.40688446)",Mobile/Open311,,9,53,3,2,20,7,10,7,28859,4,19,19,,53,,2,,,3,,,,2,,3,,,53
17530942,11/09/2023 01:07:20 PM,11/09/2023 01:34:54 PM,11/09/2023 01:34:54 PM,Closed,Case Resolved,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,"2905 VAN NESS AVE, SAN FRANCISCO, CA, 94109",VAN NESS AVE,2,Marina,NORTHERN,37.802402647347,-122.424956502588,"(37.80240265, -122.4249565)",Mobile/Open311,,2,17,4,6,13,1,13,6,28858,9,17,17,,17,,6,,,,,,,1,,,,,17
17530941,11/09/2023 01:06:00 PM,11/16/2023 10:14:00 AM,11/16/2023 10:14:00 AM,Closed,Case Resolved,DPW Ops Queue,Graffiti,Graffiti on Signal_box,Signal_box - Offensive,"1511 HAIGHT ST, SAN FRANCISCO, CA, 94117",HAIGHT ST,5,Haight Ashbury,PARK,37.769901598049,-122.4471019228,"(37.7699016, -122.44710192)",Mobile/Open311,,5,25,7,11,3,11,15,8,29492,5,9,9,22,25,,11,24,,,25,,,1,,,,,25
17530939,11/09/2023 01:06:00 PM,,11/09/2023 01:30:48 PM,Open,accepted,DPW Ops Queue,Graffiti,Graffiti on Building_other,Building_other - Not_Offensive,"950 FELL ST, SAN FRANCISCO, CA, 94117",FELL ST,5,Alamo Square,NORTHERN,37.774607576514,-122.433664651037,"(37.77460758, -122.43366465)",Mobile/Open311,,5,23,4,11,9,11,15,8,29492,5,10,10,,23,,11,,,,,,,1,,,,,23
